# ESTIMATE - modelled, not measured. See estimate_monthly_by_country.py.
# Annual per-country estimate spread over months by the city's REAL monthly foreign curve (Tempo TUR104F).
# Country mix is constant within a year; only the month-shape is real.
city,year,month,country,estimated_foreign_arrivals
Brasov,2020,01,Other countries,1308
Brasov,2020,02,Other countries,1263
Brasov,2020,03,Other countries,364
Brasov,2020,04,Other countries,0
Brasov,2020,05,Other countries,4
Brasov,2020,06,Other countries,47
Brasov,2020,07,Other countries,241
Brasov,2020,08,Other countries,363
Brasov,2020,09,Other countries,384
Brasov,2020,10,Other countries,290
Brasov,2020,11,Other countries,175
Brasov,2020,12,Other countries,214
Brasov,2020,01,Germany,1066
Brasov,2020,02,Germany,1030
Brasov,2020,03,Germany,297
Brasov,2020,04,Germany,0
Brasov,2020,05,Germany,3
Brasov,2020,06,Germany,39
Brasov,2020,07,Germany,196
Brasov,2020,08,Germany,296
Brasov,2020,09,Germany,313
Brasov,2020,10,Germany,237
Brasov,2020,11,Germany,143
Brasov,2020,12,Germany,175
Brasov,2020,01,Italy,611
Brasov,2020,02,Italy,590
Brasov,2020,03,Italy,170
Brasov,2020,04,Italy,0
Brasov,2020,05,Italy,2
Brasov,2020,06,Italy,22
Brasov,2020,07,Italy,112
Brasov,2020,08,Italy,170
Brasov,2020,09,Italy,179
Brasov,2020,10,Italy,136
Brasov,2020,11,Italy,82
Brasov,2020,12,Italy,100
Brasov,2020,01,Israel,536
Brasov,2020,02,Israel,518
Brasov,2020,03,Israel,149
Brasov,2020,04,Israel,0
Brasov,2020,05,Israel,2
Brasov,2020,06,Israel,19
Brasov,2020,07,Israel,99
Brasov,2020,08,Israel,149
Brasov,2020,09,Israel,157
Brasov,2020,10,Israel,119
Brasov,2020,11,Israel,72
Brasov,2020,12,Israel,88
Brasov,2020,01,USA,414
Brasov,2020,02,USA,400
Brasov,2020,03,USA,115
Brasov,2020,04,USA,0
Brasov,2020,05,USA,1
Brasov,2020,06,USA,15
Brasov,2020,07,USA,76
Brasov,2020,08,USA,115
Brasov,2020,09,USA,122
Brasov,2020,10,USA,92
Brasov,2020,11,USA,55
Brasov,2020,12,USA,68
Brasov,2020,01,United Kingdom,412
Brasov,2020,02,United Kingdom,398
Brasov,2020,03,United Kingdom,115
Brasov,2020,04,United Kingdom,0
Brasov,2020,05,United Kingdom,1
Brasov,2020,06,United Kingdom,15
Brasov,2020,07,United Kingdom,76
Brasov,2020,08,United Kingdom,114
Brasov,2020,09,United Kingdom,121
Brasov,2020,10,United Kingdom,91
Brasov,2020,11,United Kingdom,55
Brasov,2020,12,United Kingdom,67
Brasov,2020,01,Spain,346
Brasov,2020,02,Spain,334
Brasov,2020,03,Spain,96
Brasov,2020,04,Spain,0
Brasov,2020,05,Spain,1
Brasov,2020,06,Spain,13
Brasov,2020,07,Spain,64
Brasov,2020,08,Spain,96
Brasov,2020,09,Spain,102
Brasov,2020,10,Spain,77
Brasov,2020,11,Spain,46
Brasov,2020,12,Spain,57
Brasov,2020,01,Poland,342
Brasov,2020,02,Poland,331
Brasov,2020,03,Poland,95
Brasov,2020,04,Poland,0
Brasov,2020,05,Poland,1
Brasov,2020,06,Poland,12
Brasov,2020,07,Poland,63
Brasov,2020,08,Poland,95
Brasov,2020,09,Poland,101
Brasov,2020,10,Poland,76
Brasov,2020,11,Poland,46
Brasov,2020,12,Poland,56
Brasov,2020,01,Hungary,335
Brasov,2020,02,Hungary,323
Brasov,2020,03,Hungary,93
Brasov,2020,04,Hungary,0
Brasov,2020,05,Hungary,1
Brasov,2020,06,Hungary,12
Brasov,2020,07,Hungary,62
Brasov,2020,08,Hungary,93
Brasov,2020,09,Hungary,98
Brasov,2020,10,Hungary,74
Brasov,2020,11,Hungary,45
Brasov,2020,12,Hungary,55
Brasov,2020,01,France,295
Brasov,2020,02,France,285
Brasov,2020,03,France,82
Brasov,2020,04,France,0
Brasov,2020,05,France,1
Brasov,2020,06,France,11
Brasov,2020,07,France,54
Brasov,2020,08,France,82
Brasov,2020,09,France,87
Brasov,2020,10,France,66
Brasov,2020,11,France,40
Brasov,2020,12,France,48
Brasov,2020,01,Ukraine,278
Brasov,2020,02,Ukraine,269
Brasov,2020,03,Ukraine,78
Brasov,2020,04,Ukraine,0
Brasov,2020,05,Ukraine,1
Brasov,2020,06,Ukraine,10
Brasov,2020,07,Ukraine,51
Brasov,2020,08,Ukraine,77
Brasov,2020,09,Ukraine,82
Brasov,2020,10,Ukraine,62
Brasov,2020,11,Ukraine,37
Brasov,2020,12,Ukraine,46
Brasov,2020,01,Moldova,267
Brasov,2020,02,Moldova,258
Brasov,2020,03,Moldova,74
Brasov,2020,04,Moldova,0
Brasov,2020,05,Moldova,1
Brasov,2020,06,Moldova,10
Brasov,2020,07,Moldova,49
Brasov,2020,08,Moldova,74
Brasov,2020,09,Moldova,78
Brasov,2020,10,Moldova,59
Brasov,2020,11,Moldova,36
Brasov,2020,12,Moldova,44
Brasov,2020,01,Bulgaria,255
Brasov,2020,02,Bulgaria,246
Brasov,2020,03,Bulgaria,71
Brasov,2020,04,Bulgaria,0
Brasov,2020,05,Bulgaria,1
Brasov,2020,06,Bulgaria,9
Brasov,2020,07,Bulgaria,47
Brasov,2020,08,Bulgaria,71
Brasov,2020,09,Bulgaria,75
Brasov,2020,10,Bulgaria,57
Brasov,2020,11,Bulgaria,34
Brasov,2020,12,Bulgaria,42
Brasov,2020,01,Turkey,179
Brasov,2020,02,Turkey,173
Brasov,2020,03,Turkey,50
Brasov,2020,04,Turkey,0
Brasov,2020,05,Turkey,1
Brasov,2020,06,Turkey,6
Brasov,2020,07,Turkey,33
Brasov,2020,08,Turkey,50
Brasov,2020,09,Turkey,53
Brasov,2020,10,Turkey,40
Brasov,2020,11,Turkey,24
Brasov,2020,12,Turkey,29
Brasov,2020,01,Greece,161
Brasov,2020,02,Greece,155
Brasov,2020,03,Greece,45
Brasov,2020,04,Greece,0
Brasov,2020,05,Greece,0
Brasov,2020,06,Greece,6
Brasov,2020,07,Greece,30
Brasov,2020,08,Greece,45
Brasov,2020,09,Greece,47
Brasov,2020,10,Greece,36
Brasov,2020,11,Greece,22
Brasov,2020,12,Greece,26
Brasov,2020,01,Netherlands,159
Brasov,2020,02,Netherlands,154
Brasov,2020,03,Netherlands,44
Brasov,2020,04,Netherlands,0
Brasov,2020,05,Netherlands,0
Brasov,2020,06,Netherlands,6
Brasov,2020,07,Netherlands,29
Brasov,2020,08,Netherlands,44
Brasov,2020,09,Netherlands,47
Brasov,2020,10,Netherlands,35
Brasov,2020,11,Netherlands,21
Brasov,2020,12,Netherlands,26
Brasov,2020,01,Austria,142
Brasov,2020,02,Austria,138
Brasov,2020,03,Austria,40
Brasov,2020,04,Austria,0
Brasov,2020,05,Austria,0
Brasov,2020,06,Austria,5
Brasov,2020,07,Austria,26
Brasov,2020,08,Austria,40
Brasov,2020,09,Austria,42
Brasov,2020,10,Austria,32
Brasov,2020,11,Austria,19
Brasov,2020,12,Austria,23
Brasov,2020,01,China,104
Brasov,2020,02,China,100
Brasov,2020,03,China,29
Brasov,2020,04,China,0
Brasov,2020,05,China,0
Brasov,2020,06,China,4
Brasov,2020,07,China,19
Brasov,2020,08,China,29
Brasov,2020,09,China,31
Brasov,2020,10,China,23
Brasov,2020,11,China,14
Brasov,2020,12,China,17
Brasov,2020,01,Serbia,103
Brasov,2020,02,Serbia,99
Brasov,2020,03,Serbia,29
Brasov,2020,04,Serbia,0
Brasov,2020,05,Serbia,0
Brasov,2020,06,Serbia,4
Brasov,2020,07,Serbia,19
Brasov,2020,08,Serbia,29
Brasov,2020,09,Serbia,30
Brasov,2020,10,Serbia,23
Brasov,2020,11,Serbia,14
Brasov,2020,12,Serbia,17
Brasov,2020,01,Belgium,94
Brasov,2020,02,Belgium,91
Brasov,2020,03,Belgium,26
Brasov,2020,04,Belgium,0
Brasov,2020,05,Belgium,0
Brasov,2020,06,Belgium,3
Brasov,2020,07,Belgium,17
Brasov,2020,08,Belgium,26
Brasov,2020,09,Belgium,28
Brasov,2020,10,Belgium,21
Brasov,2020,11,Belgium,13
Brasov,2020,12,Belgium,15
Brasov,2020,01,Switzerland,85
Brasov,2020,02,Switzerland,82
Brasov,2020,03,Switzerland,24
Brasov,2020,04,Switzerland,0
Brasov,2020,05,Switzerland,0
Brasov,2020,06,Switzerland,3
Brasov,2020,07,Switzerland,16
Brasov,2020,08,Switzerland,23
Brasov,2020,09,Switzerland,25
Brasov,2020,10,Switzerland,19
Brasov,2020,11,Switzerland,11
Brasov,2020,12,Switzerland,14
Brasov,2021,01,Other countries,298
Brasov,2021,02,Other countries,271
Brasov,2021,03,Other countries,271
Brasov,2021,04,Other countries,202
Brasov,2021,05,Other countries,290
Brasov,2021,06,Other countries,542
Brasov,2021,07,Other countries,1412
Brasov,2021,08,Other countries,1951
Brasov,2021,09,Other countries,1596
Brasov,2021,10,Other countries,1086
Brasov,2021,11,Other countries,512
Brasov,2021,12,Other countries,674
Brasov,2021,01,Germany,294
Brasov,2021,02,Germany,267
Brasov,2021,03,Germany,267
Brasov,2021,04,Germany,199
Brasov,2021,05,Germany,286
Brasov,2021,06,Germany,535
Brasov,2021,07,Germany,1393
Brasov,2021,08,Germany,1924
Brasov,2021,09,Germany,1574
Brasov,2021,10,Germany,1070
Brasov,2021,11,Germany,505
Brasov,2021,12,Germany,664
Brasov,2021,01,Italy,143
Brasov,2021,02,Italy,130
Brasov,2021,03,Italy,130
Brasov,2021,04,Italy,97
Brasov,2021,05,Italy,139
Brasov,2021,06,Italy,261
Brasov,2021,07,Italy,680
Brasov,2021,08,Italy,939
Brasov,2021,09,Italy,768
Brasov,2021,10,Italy,522
Brasov,2021,11,Italy,246
Brasov,2021,12,Italy,324
Brasov,2021,01,Israel,98
Brasov,2021,02,Israel,90
Brasov,2021,03,Israel,89
Brasov,2021,04,Israel,67
Brasov,2021,05,Israel,96
Brasov,2021,06,Israel,179
Brasov,2021,07,Israel,466
Brasov,2021,08,Israel,644
Brasov,2021,09,Israel,527
Brasov,2021,10,Israel,358
Brasov,2021,11,Israel,169
Brasov,2021,12,Israel,222
Brasov,2021,01,USA,94
Brasov,2021,02,USA,86
Brasov,2021,03,USA,86
Brasov,2021,04,USA,64
Brasov,2021,05,USA,92
Brasov,2021,06,USA,172
Brasov,2021,07,USA,447
Brasov,2021,08,USA,618
Brasov,2021,09,USA,505
Brasov,2021,10,USA,344
Brasov,2021,11,USA,162
Brasov,2021,12,USA,213
Brasov,2021,01,United Kingdom,94
Brasov,2021,02,United Kingdom,85
Brasov,2021,03,United Kingdom,85
Brasov,2021,04,United Kingdom,64
Brasov,2021,05,United Kingdom,91
Brasov,2021,06,United Kingdom,171
Brasov,2021,07,United Kingdom,444
Brasov,2021,08,United Kingdom,614
Brasov,2021,09,United Kingdom,502
Brasov,2021,10,United Kingdom,342
Brasov,2021,11,United Kingdom,161
Brasov,2021,12,United Kingdom,212
Brasov,2021,01,Spain,79
Brasov,2021,02,Spain,72
Brasov,2021,03,Spain,72
Brasov,2021,04,Spain,53
Brasov,2021,05,Spain,77
Brasov,2021,06,Spain,144
Brasov,2021,07,Spain,374
Brasov,2021,08,Spain,516
Brasov,2021,09,Spain,422
Brasov,2021,10,Spain,287
Brasov,2021,11,Spain,135
Brasov,2021,12,Spain,178
Brasov,2021,01,Poland,78
Brasov,2021,02,Poland,71
Brasov,2021,03,Poland,71
Brasov,2021,04,Poland,53
Brasov,2021,05,Poland,76
Brasov,2021,06,Poland,142
Brasov,2021,07,Poland,370
Brasov,2021,08,Poland,511
Brasov,2021,09,Poland,418
Brasov,2021,10,Poland,284
Brasov,2021,11,Poland,134
Brasov,2021,12,Poland,176
Brasov,2021,01,Hungary,76
Brasov,2021,02,Hungary,69
Brasov,2021,03,Hungary,69
Brasov,2021,04,Hungary,52
Brasov,2021,05,Hungary,74
Brasov,2021,06,Hungary,139
Brasov,2021,07,Hungary,361
Brasov,2021,08,Hungary,499
Brasov,2021,09,Hungary,408
Brasov,2021,10,Hungary,278
Brasov,2021,11,Hungary,131
Brasov,2021,12,Hungary,172
Brasov,2021,01,France,67
Brasov,2021,02,France,61
Brasov,2021,03,France,61
Brasov,2021,04,France,46
Brasov,2021,05,France,65
Brasov,2021,06,France,122
Brasov,2021,07,France,319
Brasov,2021,08,France,440
Brasov,2021,09,France,360
Brasov,2021,10,France,245
Brasov,2021,11,France,115
Brasov,2021,12,France,152
Brasov,2021,01,Ukraine,63
Brasov,2021,02,Ukraine,58
Brasov,2021,03,Ukraine,58
Brasov,2021,04,Ukraine,43
Brasov,2021,05,Ukraine,62
Brasov,2021,06,Ukraine,115
Brasov,2021,07,Ukraine,300
Brasov,2021,08,Ukraine,415
Brasov,2021,09,Ukraine,339
Brasov,2021,10,Ukraine,231
Brasov,2021,11,Ukraine,109
Brasov,2021,12,Ukraine,143
Brasov,2021,01,Moldova,61
Brasov,2021,02,Moldova,55
Brasov,2021,03,Moldova,55
Brasov,2021,04,Moldova,41
Brasov,2021,05,Moldova,59
Brasov,2021,06,Moldova,111
Brasov,2021,07,Moldova,288
Brasov,2021,08,Moldova,398
Brasov,2021,09,Moldova,326
Brasov,2021,10,Moldova,221
Brasov,2021,11,Moldova,104
Brasov,2021,12,Moldova,137
Brasov,2021,01,Bulgaria,58
Brasov,2021,02,Bulgaria,53
Brasov,2021,03,Bulgaria,53
Brasov,2021,04,Bulgaria,39
Brasov,2021,05,Bulgaria,57
Brasov,2021,06,Bulgaria,106
Brasov,2021,07,Bulgaria,276
Brasov,2021,08,Bulgaria,381
Brasov,2021,09,Bulgaria,311
Brasov,2021,10,Bulgaria,212
Brasov,2021,11,Bulgaria,100
Brasov,2021,12,Bulgaria,131
Brasov,2021,01,Turkey,41
Brasov,2021,02,Turkey,37
Brasov,2021,03,Turkey,37
Brasov,2021,04,Turkey,28
Brasov,2021,05,Turkey,40
Brasov,2021,06,Turkey,74
Brasov,2021,07,Turkey,193
Brasov,2021,08,Turkey,267
Brasov,2021,09,Turkey,219
Brasov,2021,10,Turkey,149
Brasov,2021,11,Turkey,70
Brasov,2021,12,Turkey,92
Brasov,2021,01,Greece,37
Brasov,2021,02,Greece,33
Brasov,2021,03,Greece,33
Brasov,2021,04,Greece,25
Brasov,2021,05,Greece,36
Brasov,2021,06,Greece,67
Brasov,2021,07,Greece,174
Brasov,2021,08,Greece,240
Brasov,2021,09,Greece,196
Brasov,2021,10,Greece,134
Brasov,2021,11,Greece,63
Brasov,2021,12,Greece,83
Brasov,2021,01,Netherlands,36
Brasov,2021,02,Netherlands,33
Brasov,2021,03,Netherlands,33
Brasov,2021,04,Netherlands,25
Brasov,2021,05,Netherlands,35
Brasov,2021,06,Netherlands,66
Brasov,2021,07,Netherlands,172
Brasov,2021,08,Netherlands,238
Brasov,2021,09,Netherlands,194
Brasov,2021,10,Netherlands,132
Brasov,2021,11,Netherlands,62
Brasov,2021,12,Netherlands,82
Brasov,2021,01,Austria,32
Brasov,2021,02,Austria,30
Brasov,2021,03,Austria,29
Brasov,2021,04,Austria,22
Brasov,2021,05,Austria,32
Brasov,2021,06,Austria,59
Brasov,2021,07,Austria,154
Brasov,2021,08,Austria,212
Brasov,2021,09,Austria,174
Brasov,2021,10,Austria,118
Brasov,2021,11,Austria,56
Brasov,2021,12,Austria,73
Brasov,2021,01,China,24
Brasov,2021,02,China,22
Brasov,2021,03,China,21
Brasov,2021,04,China,16
Brasov,2021,05,China,23
Brasov,2021,06,China,43
Brasov,2021,07,China,112
Brasov,2021,08,China,155
Brasov,2021,09,China,127
Brasov,2021,10,China,86
Brasov,2021,11,China,41
Brasov,2021,12,China,54
Brasov,2021,01,Serbia,23
Brasov,2021,02,Serbia,21
Brasov,2021,03,Serbia,21
Brasov,2021,04,Serbia,16
Brasov,2021,05,Serbia,23
Brasov,2021,06,Serbia,43
Brasov,2021,07,Serbia,111
Brasov,2021,08,Serbia,153
Brasov,2021,09,Serbia,125
Brasov,2021,10,Serbia,85
Brasov,2021,11,Serbia,40
Brasov,2021,12,Serbia,53
Brasov,2021,01,Belgium,21
Brasov,2021,02,Belgium,20
Brasov,2021,03,Belgium,19
Brasov,2021,04,Belgium,15
Brasov,2021,05,Belgium,21
Brasov,2021,06,Belgium,39
Brasov,2021,07,Belgium,102
Brasov,2021,08,Belgium,140
Brasov,2021,09,Belgium,115
Brasov,2021,10,Belgium,78
Brasov,2021,11,Belgium,37
Brasov,2021,12,Belgium,48
Brasov,2021,01,Switzerland,19
Brasov,2021,02,Switzerland,18
Brasov,2021,03,Switzerland,18
Brasov,2021,04,Switzerland,13
Brasov,2021,05,Switzerland,19
Brasov,2021,06,Switzerland,35
Brasov,2021,07,Switzerland,91
Brasov,2021,08,Switzerland,126
Brasov,2021,09,Switzerland,103
Brasov,2021,10,Switzerland,70
Brasov,2021,11,Switzerland,33
Brasov,2021,12,Switzerland,44
Brasov,2022,01,Other countries,830
Brasov,2022,02,Other countries,694
Brasov,2022,03,Other countries,890
Brasov,2022,04,Other countries,1144
Brasov,2022,05,Other countries,1337
Brasov,2022,06,Other countries,1860
Brasov,2022,07,Other countries,2239
Brasov,2022,08,Other countries,2586
Brasov,2022,09,Other countries,2305
Brasov,2022,10,Other countries,1691
Brasov,2022,11,Other countries,1077
Brasov,2022,12,Other countries,1400
Brasov,2022,01,Germany,722
Brasov,2022,02,Germany,604
Brasov,2022,03,Germany,774
Brasov,2022,04,Germany,995
Brasov,2022,05,Germany,1164
Brasov,2022,06,Germany,1619
Brasov,2022,07,Germany,1949
Brasov,2022,08,Germany,2251
Brasov,2022,09,Germany,2006
Brasov,2022,10,Germany,1471
Brasov,2022,11,Germany,937
Brasov,2022,12,Germany,1218
Brasov,2022,01,Israel,444
Brasov,2022,02,Israel,371
Brasov,2022,03,Israel,476
Brasov,2022,04,Israel,612
Brasov,2022,05,Israel,716
Brasov,2022,06,Israel,995
Brasov,2022,07,Israel,1198
Brasov,2022,08,Israel,1384
Brasov,2022,09,Israel,1234
Brasov,2022,10,Israel,905
Brasov,2022,11,Israel,576
Brasov,2022,12,Israel,749
Brasov,2022,01,Italy,362
Brasov,2022,02,Italy,303
Brasov,2022,03,Italy,388
Brasov,2022,04,Italy,499
Brasov,2022,05,Italy,584
Brasov,2022,06,Italy,812
Brasov,2022,07,Italy,978
Brasov,2022,08,Italy,1129
Brasov,2022,09,Italy,1007
Brasov,2022,10,Italy,738
Brasov,2022,11,Italy,470
Brasov,2022,12,Italy,611
Brasov,2022,01,USA,263
Brasov,2022,02,USA,220
Brasov,2022,03,USA,282
Brasov,2022,04,USA,362
Brasov,2022,05,USA,423
Brasov,2022,06,USA,589
Brasov,2022,07,USA,709
Brasov,2022,08,USA,819
Brasov,2022,09,USA,730
Brasov,2022,10,USA,535
Brasov,2022,11,USA,341
Brasov,2022,12,USA,443
Brasov,2022,01,United Kingdom,261
Brasov,2022,02,United Kingdom,218
Brasov,2022,03,United Kingdom,280
Brasov,2022,04,United Kingdom,360
Brasov,2022,05,United Kingdom,421
Brasov,2022,06,United Kingdom,586
Brasov,2022,07,United Kingdom,705
Brasov,2022,08,United Kingdom,814
Brasov,2022,09,United Kingdom,726
Brasov,2022,10,United Kingdom,532
Brasov,2022,11,United Kingdom,339
Brasov,2022,12,United Kingdom,441
Brasov,2022,01,Spain,220
Brasov,2022,02,Spain,184
Brasov,2022,03,Spain,235
Brasov,2022,04,Spain,303
Brasov,2022,05,Spain,354
Brasov,2022,06,Spain,492
Brasov,2022,07,Spain,592
Brasov,2022,08,Spain,684
Brasov,2022,09,Spain,610
Brasov,2022,10,Spain,447
Brasov,2022,11,Spain,285
Brasov,2022,12,Spain,370
Brasov,2022,01,Poland,217
Brasov,2022,02,Poland,182
Brasov,2022,03,Poland,233
Brasov,2022,04,Poland,299
Brasov,2022,05,Poland,350
Brasov,2022,06,Poland,487
Brasov,2022,07,Poland,586
Brasov,2022,08,Poland,677
Brasov,2022,09,Poland,604
Brasov,2022,10,Poland,443
Brasov,2022,11,Poland,282
Brasov,2022,12,Poland,367
Brasov,2022,01,Hungary,212
Brasov,2022,02,Hungary,177
Brasov,2022,03,Hungary,228
Brasov,2022,04,Hungary,292
Brasov,2022,05,Hungary,342
Brasov,2022,06,Hungary,476
Brasov,2022,07,Hungary,573
Brasov,2022,08,Hungary,661
Brasov,2022,09,Hungary,590
Brasov,2022,10,Hungary,432
Brasov,2022,11,Hungary,275
Brasov,2022,12,Hungary,358
Brasov,2022,01,France,187
Brasov,2022,02,France,157
Brasov,2022,03,France,201
Brasov,2022,04,France,258
Brasov,2022,05,France,302
Brasov,2022,06,France,420
Brasov,2022,07,France,505
Brasov,2022,08,France,583
Brasov,2022,09,France,520
Brasov,2022,10,France,381
Brasov,2022,11,France,243
Brasov,2022,12,France,316
Brasov,2022,01,Ukraine,176
Brasov,2022,02,Ukraine,147
Brasov,2022,03,Ukraine,189
Brasov,2022,04,Ukraine,243
Brasov,2022,05,Ukraine,284
Brasov,2022,06,Ukraine,395
Brasov,2022,07,Ukraine,476
Brasov,2022,08,Ukraine,550
Brasov,2022,09,Ukraine,490
Brasov,2022,10,Ukraine,359
Brasov,2022,11,Ukraine,229
Brasov,2022,12,Ukraine,298
Brasov,2022,01,Moldova,169
Brasov,2022,02,Moldova,142
Brasov,2022,03,Moldova,181
Brasov,2022,04,Moldova,233
Brasov,2022,05,Moldova,273
Brasov,2022,06,Moldova,379
Brasov,2022,07,Moldova,457
Brasov,2022,08,Moldova,527
Brasov,2022,09,Moldova,470
Brasov,2022,10,Moldova,345
Brasov,2022,11,Moldova,220
Brasov,2022,12,Moldova,286
Brasov,2022,01,Bulgaria,162
Brasov,2022,02,Bulgaria,135
Brasov,2022,03,Bulgaria,174
Brasov,2022,04,Bulgaria,223
Brasov,2022,05,Bulgaria,261
Brasov,2022,06,Bulgaria,363
Brasov,2022,07,Bulgaria,437
Brasov,2022,08,Bulgaria,505
Brasov,2022,09,Bulgaria,450
Brasov,2022,10,Bulgaria,330
Brasov,2022,11,Bulgaria,210
Brasov,2022,12,Bulgaria,273
Brasov,2022,01,Turkey,114
Brasov,2022,02,Turkey,95
Brasov,2022,03,Turkey,122
Brasov,2022,04,Turkey,157
Brasov,2022,05,Turkey,183
Brasov,2022,06,Turkey,255
Brasov,2022,07,Turkey,307
Brasov,2022,08,Turkey,354
Brasov,2022,09,Turkey,316
Brasov,2022,10,Turkey,231
Brasov,2022,11,Turkey,147
Brasov,2022,12,Turkey,192
Brasov,2022,01,Greece,102
Brasov,2022,02,Greece,85
Brasov,2022,03,Greece,110
Brasov,2022,04,Greece,141
Brasov,2022,05,Greece,165
Brasov,2022,06,Greece,229
Brasov,2022,07,Greece,276
Brasov,2022,08,Greece,318
Brasov,2022,09,Greece,284
Brasov,2022,10,Greece,208
Brasov,2022,11,Greece,133
Brasov,2022,12,Greece,172
Brasov,2022,01,Netherlands,101
Brasov,2022,02,Netherlands,85
Brasov,2022,03,Netherlands,108
Brasov,2022,04,Netherlands,139
Brasov,2022,05,Netherlands,163
Brasov,2022,06,Netherlands,227
Brasov,2022,07,Netherlands,273
Brasov,2022,08,Netherlands,315
Brasov,2022,09,Netherlands,281
Brasov,2022,10,Netherlands,206
Brasov,2022,11,Netherlands,131
Brasov,2022,12,Netherlands,171
Brasov,2022,01,Austria,90
Brasov,2022,02,Austria,76
Brasov,2022,03,Austria,97
Brasov,2022,04,Austria,125
Brasov,2022,05,Austria,146
Brasov,2022,06,Austria,203
Brasov,2022,07,Austria,244
Brasov,2022,08,Austria,282
Brasov,2022,09,Austria,251
Brasov,2022,10,Austria,184
Brasov,2022,11,Austria,117
Brasov,2022,12,Austria,152
Brasov,2022,01,China,66
Brasov,2022,02,China,55
Brasov,2022,03,China,71
Brasov,2022,04,China,91
Brasov,2022,05,China,106
Brasov,2022,06,China,148
Brasov,2022,07,China,178
Brasov,2022,08,China,205
Brasov,2022,09,China,183
Brasov,2022,10,China,134
Brasov,2022,11,China,86
Brasov,2022,12,China,111
Brasov,2022,01,Serbia,65
Brasov,2022,02,Serbia,54
Brasov,2022,03,Serbia,70
Brasov,2022,04,Serbia,90
Brasov,2022,05,Serbia,105
Brasov,2022,06,Serbia,146
Brasov,2022,07,Serbia,176
Brasov,2022,08,Serbia,203
Brasov,2022,09,Serbia,181
Brasov,2022,10,Serbia,133
Brasov,2022,11,Serbia,85
Brasov,2022,12,Serbia,110
Brasov,2022,01,Belgium,60
Brasov,2022,02,Belgium,50
Brasov,2022,03,Belgium,64
Brasov,2022,04,Belgium,82
Brasov,2022,05,Belgium,96
Brasov,2022,06,Belgium,134
Brasov,2022,07,Belgium,161
Brasov,2022,08,Belgium,186
Brasov,2022,09,Belgium,166
Brasov,2022,10,Belgium,122
Brasov,2022,11,Belgium,77
Brasov,2022,12,Belgium,101
Brasov,2022,01,Switzerland,54
Brasov,2022,02,Switzerland,45
Brasov,2022,03,Switzerland,58
Brasov,2022,04,Switzerland,74
Brasov,2022,05,Switzerland,86
Brasov,2022,06,Switzerland,120
Brasov,2022,07,Switzerland,145
Brasov,2022,08,Switzerland,167
Brasov,2022,09,Switzerland,149
Brasov,2022,10,Switzerland,109
Brasov,2022,11,Switzerland,70
Brasov,2022,12,Switzerland,91
Brasov,2023,01,Other countries,1645
Brasov,2023,02,Other countries,1484
Brasov,2023,03,Other countries,1469
Brasov,2023,04,Other countries,2002
Brasov,2023,05,Other countries,2635
Brasov,2023,06,Other countries,2581
Brasov,2023,07,Other countries,3544
Brasov,2023,08,Other countries,4059
Brasov,2023,09,Other countries,3698
Brasov,2023,10,Other countries,2646
Brasov,2023,11,Other countries,1460
Brasov,2023,12,Other countries,1471
Brasov,2023,01,Germany,1319
Brasov,2023,02,Germany,1189
Brasov,2023,03,Germany,1178
Brasov,2023,04,Germany,1605
Brasov,2023,05,Germany,2112
Brasov,2023,06,Germany,2069
Brasov,2023,07,Germany,2841
Brasov,2023,08,Germany,3253
Brasov,2023,09,Germany,2964
Brasov,2023,10,Germany,2120
Brasov,2023,11,Germany,1171
Brasov,2023,12,Germany,1179
Brasov,2023,01,Italy,802
Brasov,2023,02,Italy,723
Brasov,2023,03,Italy,716
Brasov,2023,04,Italy,976
Brasov,2023,05,Italy,1284
Brasov,2023,06,Italy,1258
Brasov,2023,07,Italy,1727
Brasov,2023,08,Italy,1977
Brasov,2023,09,Italy,1802
Brasov,2023,10,Italy,1289
Brasov,2023,11,Italy,711
Brasov,2023,12,Italy,717
Brasov,2023,01,Israel,646
Brasov,2023,02,Israel,583
Brasov,2023,03,Israel,577
Brasov,2023,04,Israel,786
Brasov,2023,05,Israel,1035
Brasov,2023,06,Israel,1014
Brasov,2023,07,Israel,1392
Brasov,2023,08,Israel,1594
Brasov,2023,09,Israel,1453
Brasov,2023,10,Israel,1039
Brasov,2023,11,Israel,574
Brasov,2023,12,Israel,578
Brasov,2023,01,USA,521
Brasov,2023,02,USA,470
Brasov,2023,03,USA,465
Brasov,2023,04,USA,634
Brasov,2023,05,USA,834
Brasov,2023,06,USA,817
Brasov,2023,07,USA,1122
Brasov,2023,08,USA,1285
Brasov,2023,09,USA,1171
Brasov,2023,10,USA,837
Brasov,2023,11,USA,462
Brasov,2023,12,USA,466
Brasov,2023,01,United Kingdom,518
Brasov,2023,02,United Kingdom,467
Brasov,2023,03,United Kingdom,462
Brasov,2023,04,United Kingdom,630
Brasov,2023,05,United Kingdom,829
Brasov,2023,06,United Kingdom,812
Brasov,2023,07,United Kingdom,1115
Brasov,2023,08,United Kingdom,1277
Brasov,2023,09,United Kingdom,1164
Brasov,2023,10,United Kingdom,833
Brasov,2023,11,United Kingdom,460
Brasov,2023,12,United Kingdom,463
Brasov,2023,01,Spain,435
Brasov,2023,02,Spain,392
Brasov,2023,03,Spain,389
